timestamp,household_id,usage_liters,household_size,day_of_week,month
2025-01-10 04:00:00,H2,160.94,6,Friday,January
2025-01-10 05:00:00,H2,210.1,6,Friday,January
2025-01-10 06:00:00,H2,238.5,6,Friday,January
2025-01-10 07:00:00,H2,256.68,6,Friday,January
2025-01-10 08:00:00,H2,268.77,6,Friday,January
2025-01-10 09:00:00,H2,26.49,6,Friday,January
2025-01-10 10:00:00,H2,25.5,6,Friday,January
2025-01-10 11:00:00,H2,28.67,6,Friday,January
2025-01-10 12:00:00,H2,30.58,6,Friday,January
2025-01-10 13:00:00,H2,54.56,6,Friday,January
2025-01-10 14:00:00,H2,26.6,6,Friday,January
2025-01-10 15:00:00,H2,34.99,6,Friday,January
2025-01-10 16:00:00,H2,31.26,6,Friday,January
2025-01-10 17:00:00,H2,24.09,6,Friday,January
2025-01-10 18:00:00,H2,69.94,6,Friday,January
2025-01-10 19:00:00,H2,77.84,6,Friday,January
2025-01-10 20:00:00,H2,68.12,6,Friday,January
2025-01-10 21:00:00,H2,81.93,6,Friday,January
2025-01-10 22:00:00,H2,36.13,6,Friday,January
2025-01-10 23:00:00,H2,35.51,6,Friday,January
2025-01-11 00:00:00,H2,0.54,6,Saturday,January
2025-01-11 01:00:00,H2,0.0,6,Saturday,January
2025-01-11 02:00:00,H2,0.39,6,Saturday,January
2025-01-11 03:00:00,H2,1.2,6,Saturday,January
2025-01-11 04:00:00,H2,1.55,6,Saturday,January
2025-01-11 05:00:00,H2,16.97,6,Saturday,January
2025-01-11 06:00:00,H2,79.92,6,Saturday,January
2025-01-11 07:00:00,H2,81.58,6,Saturday,January
2025-01-11 08:00:00,H2,77.22,6,Saturday,January
2025-01-11 09:00:00,H2,37.75,6,Saturday,January
2025-01-11 10:00:00,H2,32.53,6,Saturday,January
2025-01-11 11:00:00,H2,37.86,6,Saturday,January
2025-01-11 12:00:00,H2,38.27,6,Saturday,January
2025-01-11 13:00:00,H2,47.5,6,Saturday,January
2025-01-11 14:00:00,H2,39.81,6,Saturday,January
2025-01-11 15:00:00,H2,37.87,6,Saturday,January
2025-01-11 16:00:00,H2,23.45,6,Saturday,January
2025-01-11 17:00:00,H2,28.48,6,Saturday,January
2025-01-11 18:00:00,H2,66.55,6,Saturday,January
2025-01-11 19:00:00,H2,74.89,6,Saturday,January
2025-01-11 20:00:00,H2,76.86,6,Saturday,January
2025-01-11 21:00:00,H2,61.61,6,Saturday,January
2025-01-11 22:00:00,H2,30.41,6,Saturday,January
2025-01-11 23:00:00,H2,17.88,6,Saturday,January
2025-01-12 00:00:00,H2,2.44,6,Sunday,January
2025-01-12 01:00:00,H2,0.49,6,Sunday,January
2025-01-12 02:00:00,H2,1.06,6,Sunday,January
2025-01-12 03:00:00,H2,0.69,6,Sunday,January
2025-01-12 04:00:00,H2,2.15,6,Sunday,January
2025-01-12 05:00:00,H2,12.97,6,Sunday,January
2025-01-12 06:00:00,H2,79.83,6,Sunday,January
2025-01-12 07:00:00,H2,78.94,6,Sunday,January
2025-01-12 08:00:00,H2,75.46,6,Sunday,January
2025-01-12 09:00:00,H2,40.36,6,Sunday,January
2025-01-12 10:00:00,H2,24.68,6,Sunday,January
2025-01-12 11:00:00,H2,34.63,6,Sunday,January
2025-01-12 12:00:00,H2,42.85,6,Sunday,January
2025-01-12 13:00:00,H2,50.09,6,Sunday,January
2025-01-12 14:00:00,H2,26.0,6,Sunday,January
2025-01-12 15:00:00,H2,25.6,6,Sunday,January
2025-01-12 16:00:00,H2,36.58,6,Sunday,January
2025-01-12 17:00:00,H2,32.55,6,Sunday,January
2025-01-12 18:00:00,H2,54.55,6,Sunday,January
2025-01-12 19:00:00,H2,64.61,6,Sunday,January
2025-01-12 20:00:00,H2,73.86,6,Sunday,January
2025-01-12 21:00:00,H2,78.38,6,Sunday,January
2025-01-12 22:00:00,H2,25.92,6,Sunday,January
2025-01-12 23:00:00,H2,12.51,6,Sunday,January
2025-01-13 00:00:00,H2,1.52,6,Monday,January
2025-01-13 01:00:00,H2,0.0,6,Monday,January
2025-01-13 02:00:00,H2,0.0,6,Monday,January
2025-01-13 03:00:00,H2,0.0,6,Monday,January
2025-01-13 04:00:00,H2,1.81,6,Monday,January
2025-01-13 05:00:00,H2,30.77,6,Monday,January
2025-01-13 06:00:00,H2,77.74,6,Monday,January
2025-01-13 07:00:00,H2,93.89,6,Monday,January
2025-01-13 08:00:00,H2,86.37,6,Monday,January
2025-01-13 09:00:00,H2,39.7,6,Monday,January
2025-01-13 10:00:00,H2,21.64,6,Monday,January
2025-01-13 11:00:00,H2,29.79,6,Monday,January
2025-01-13 12:00:00,H2,27.07,6,Monday,January
2025-01-13 13:00:00,H2,38.16,6,Monday,January
2025-01-13 14:00:00,H2,28.51,6,Monday,January
2025-01-13 15:00:00,H2,33.76,6,Monday,January
2025-01-13 16:00:00,H2,30.27,6,Monday,January
2025-01-13 17:00:00,H2,33.74,6,Monday,January
2025-01-13 18:00:00,H2,77.03,6,Monday,January
2025-01-13 19:00:00,H2,91.55,6,Monday,January
2025-01-13 20:00:00,H2,66.85,6,Monday,January
2025-01-13 21:00:00,H2,60.59,6,Monday,January
2025-01-13 22:00:00,H2,31.48,6,Monday,January
2025-01-13 23:00:00,H2,25.19,6,Monday,January
2025-01-14 00:00:00,H2,2.48,6,Tuesday,January
2025-01-14 01:00:00,H2,0.72,6,Tuesday,January
2025-01-14 02:00:00,H2,0.43,6,Tuesday,January
2025-01-14 03:00:00,H2,0.53,6,Tuesday,January
2025-01-14 04:00:00,H2,1.72,6,Tuesday,January
2025-01-14 05:00:00,H2,29.05,6,Tuesday,January
2025-01-14 06:00:00,H2,73.58,6,Tuesday,January
2025-01-14 07:00:00,H2,96.65,6,Tuesday,January
2025-01-14 08:00:00,H2,71.44,6,Tuesday,January
2025-01-14 09:00:00,H2,30.21,6,Tuesday,January
2025-01-14 10:00:00,H2,33.91,6,Tuesday,January
2025-01-14 11:00:00,H2,20.21,6,Tuesday,January
2025-01-14 12:00:00,H2,43.84,6,Tuesday,January
2025-01-14 13:00:00,H2,31.56,6,Tuesday,January
2025-01-14 14:00:00,H2,34.94,6,Tuesday,January
2025-01-14 15:00:00,H2,24.22,6,Tuesday,January
2025-01-14 16:00:00,H2,34.16,6,Tuesday,January
2025-01-14 17:00:00,H2,36.63,6,Tuesday,January
2025-01-14 18:00:00,H2,78.61,6,Tuesday,January
2025-01-14 19:00:00,H2,72.51,6,Tuesday,January
2025-01-14 20:00:00,H2,67.69,6,Tuesday,January
2025-01-14 21:00:00,H2,64.24,6,Tuesday,January
2025-01-14 22:00:00,H2,38.83,6,Tuesday,January
2025-01-14 23:00:00,H2,25.8,6,Tuesday,January
2025-01-15 00:00:00,H2,0.0,6,Wednesday,January
2025-01-15 01:00:00,H2,1.67,6,Wednesday,January
2025-01-15 02:00:00,H2,0.2,6,Wednesday,January
2025-01-15 03:00:00,H2,0.05,6,Wednesday,January
2025-01-15 04:00:00,H2,0.0,6,Wednesday,January
2025-01-15 05:00:00,H2,27.1,6,Wednesday,January
2025-01-15 06:00:00,H2,79.17,6,Wednesday,January
2025-01-15 07:00:00,H2,82.43,6,Wednesday,January
2025-01-15 08:00:00,H2,89.51,6,Wednesday,January
2025-01-15 09:00:00,H2,33.16,6,Wednesday,January
2025-01-15 10:00:00,H2,28.85,6,Wednesday,January
2025-01-15 11:00:00,H2,28.81,6,Wednesday,January
2025-01-15 12:00:00,H2,44.08,6,Wednesday,January
2025-01-15 13:00:00,H2,50.18,6,Wednesday,January
2025-01-15 14:00:00,H2,30.76,6,Wednesday,January
2025-01-15 15:00:00,H2,27.19,6,Wednesday,January
2025-01-15 16:00:00,H2,24.04,6,Wednesday,January
2025-01-15 17:00:00,H2,21.33,6,Wednesday,January
2025-01-15 18:00:00,H2,76.66,6,Wednesday,January
2025-01-15 19:00:00,H2,75.78,6,Wednesday,January
2025-01-15 20:00:00,H2,75.77,6,Wednesday,January
2025-01-15 21:00:00,H2,68.71,6,Wednesday,January
2025-01-15 22:00:00,H2,38.44,6,Wednesday,January
2025-01-15 23:00:00,H2,27.1,6,Wednesday,January
2025-01-16 00:00:00,H2,1.96,6,Thursday,January
2025-01-16 01:00:00,H2,0.96,6,Thursday,January
2025-01-16 02:00:00,H2,0.39,6,Thursday,January
2025-01-16 03:00:00,H2,1.59,6,Thursday,January
2025-01-16 04:00:00,H2,1.41,6,Thursday,January
2025-01-16 05:00:00,H2,32.14,6,Thursday,January
2025-01-16 06:00:00,H2,80.81,6,Thursday,January
2025-01-16 07:00:00,H2,79.62,6,Thursday,January
2025-01-16 08:00:00,H2,103.88,6,Thursday,January
2025-01-16 09:00:00,H2,37.11,6,Thursday,January
2025-01-16 10:00:00,H2,34.34,6,Thursday,January
2025-01-16 11:00:00,H2,30.67,6,Thursday,January
2025-01-16 12:00:00,H2,48.06,6,Thursday,January
2025-01-16 13:00:00,H2,44.14,6,Thursday,January
2025-01-16 14:00:00,H2,30.16,6,Thursday,January
2025-01-16 15:00:00,H2,28.18,6,Thursday,January
2025-01-16 16:00:00,H2,29.51,6,Thursday,January
2025-01-16 17:00:00,H2,10.98,6,Thursday,January
2025-01-16 18:00:00,H2,72.11,6,Thursday,January
2025-01-16 19:00:00,H2,65.12,6,Thursday,January
2025-01-16 20:00:00,H2,85.93,6,Thursday,January
2025-01-16 21:00:00,H2,70.19,6,Thursday,January
2025-01-16 22:00:00,H2,22.87,6,Thursday,January
2025-01-16 23:00:00,H2,29.7,6,Thursday,January
2025-01-17 00:00:00,H2,0.0,6,Friday,January
2025-01-17 01:00:00,H2,1.47,6,Friday,January
2025-01-17 02:00:00,H2,1.29,6,Friday,January
2025-01-17 03:00:00,H2,1.96,6,Friday,January
2025-01-17 04:00:00,H2,0.21,6,Friday,January
2025-01-17 05:00:00,H2,30.2,6,Friday,January
2025-01-17 06:00:00,H2,66.35,6,Friday,January
2025-01-17 07:00:00,H2,87.01,6,Friday,January
2025-01-17 08:00:00,H2,85.19,6,Friday,January
2025-01-17 09:00:00,H2,32.97,6,Friday,January
2025-01-17 10:00:00,H2,30.01,6,Friday,January
2025-01-17 11:00:00,H2,32.49,6,Friday,January
2025-01-17 12:00:00,H2,52.83,6,Friday,January
2025-01-17 13:00:00,H2,37.72,6,Friday,January
2025-01-17 14:00:00,H2,30.83,6,Friday,January
2025-01-17 15:00:00,H2,23.48,6,Friday,January
2025-01-17 16:00:00,H2,24.79,6,Friday,January
2025-01-17 17:00:00,H2,30.59,6,Friday,January
2025-01-17 18:00:00,H2,81.04,6,Friday,January
2025-01-17 19:00:00,H2,67.44,6,Friday,January
2025-01-17 20:00:00,H2,67.64,6,Friday,January
2025-01-17 21:00:00,H2,65.93,6,Friday,January
2025-01-17 22:00:00,H2,26.79,6,Friday,January
2025-01-17 23:00:00,H2,31.77,6,Friday,January
2025-01-18 00:00:00,H2,0.0,6,Saturday,January
2025-01-18 01:00:00,H2,2.28,6,Saturday,January
2025-01-18 02:00:00,H2,0.33,6,Saturday,January
2025-01-18 03:00:00,H2,1.72,6,Saturday,January
2025-01-18 04:00:00,H2,0.0,6,Saturday,January
2025-01-18 05:00:00,H2,34.01,6,Saturday,January
2025-01-18 06:00:00,H2,86.72,6,Saturday,January
2025-01-18 07:00:00,H2,83.84,6,Saturday,January
2025-01-18 08:00:00,H2,70.06,6,Saturday,January
2025-01-18 09:00:00,H2,31.5,6,Saturday,January
2025-01-18 10:00:00,H2,22.9,6,Saturday,January
2025-01-18 11:00:00,H2,28.48,6,Saturday,January
2025-01-18 12:00:00,H2,48.24,6,Saturday,January
2025-01-18 13:00:00,H2,46.37,6,Saturday,January
2025-01-18 14:00:00,H2,30.09,6,Saturday,January
2025-01-18 15:00:00,H2,24.15,6,Saturday,January
2025-01-18 16:00:00,H2,33.87,6,Saturday,January
2025-01-18 17:00:00,H2,30.12,6,Saturday,January
2025-01-18 18:00:00,H2,46.8,6,Saturday,January
2025-01-18 19:00:00,H2,77.83,6,Saturday,January
2025-01-18 20:00:00,H2,69.76,6,Saturday,January
2025-01-18 21:00:00,H2,82.02,6,Saturday,January
2025-01-18 22:00:00,H2,23.43,6,Saturday,January
2025-01-18 23:00:00,H2,10.94,6,Saturday,January
2025-01-19 00:00:00,H2,1.28,6,Sunday,January
2025-01-19 01:00:00,H2,1.29,6,Sunday,January
2025-01-19 02:00:00,H2,0.0,6,Sunday,January
2025-01-19 03:00:00,H2,0.02,6,Sunday,January
2025-01-19 04:00:00,H2,3.76,6,Sunday,January
2025-01-19 05:00:00,H2,28.17,6,Sunday,January
2025-01-19 06:00:00,H2,87.31,6,Sunday,January
2025-01-19 07:00:00,H2,73.49,6,Sunday,January
2025-01-19 08:00:00,H2,59.1,6,Sunday,January
2025-01-19 09:00:00,H2,28.98,6,Sunday,January
2025-01-19 10:00:00,H2,28.41,6,Sunday,January
2025-01-19 11:00:00,H2,27.6,6,Sunday,January
2025-01-19 12:00:00,H2,39.08,6,Sunday,January
2025-01-19 13:00:00,H2,42.11,6,Sunday,January
2025-01-19 14:00:00,H2,29.1,6,Sunday,January
2025-01-19 15:00:00,H2,22.42,6,Sunday,January
2025-01-19 16:00:00,H2,32.92,6,Sunday,January
2025-01-19 17:00:00,H2,18.3,6,Sunday,January
2025-01-19 18:00:00,H2,49.5,6,Sunday,January
2025-01-19 19:00:00,H2,77.39,6,Sunday,January
2025-01-19 20:00:00,H2,75.07,6,Sunday,January
2025-01-19 21:00:00,H2,69.43,6,Sunday,January
2025-01-19 22:00:00,H2,21.63,6,Sunday,January
2025-01-19 23:00:00,H2,25.75,6,Sunday,January
2025-01-20 00:00:00,H2,0.74,6,Monday,January
2025-01-20 01:00:00,H2,0.0,6,Monday,January
2025-01-20 02:00:00,H2,0.26,6,Monday,January
2025-01-20 03:00:00,H2,1.65,6,Monday,January
2025-01-20 04:00:00,H2,2.43,6,Monday,January
2025-01-20 05:00:00,H2,27.48,6,Monday,January
2025-01-20 06:00:00,H2,87.56,6,Monday,January
2025-01-20 07:00:00,H2,60.86,6,Monday,January
2025-01-20 08:00:00,H2,86.59,6,Monday,January
2025-01-20 09:00:00,H2,25.18,6,Monday,January
2025-01-20 10:00:00,H2,31.84,6,Monday,January
2025-01-20 11:00:00,H2,28.51,6,Monday,January
2025-01-20 12:00:00,H2,50.56,6,Monday,January
2025-01-20 13:00:00,H2,33.0,6,Monday,January
2025-01-20 14:00:00,H2,33.77,6,Monday,January
2025-01-20 15:00:00,H2,28.32,6,Monday,January
2025-01-20 16:00:00,H2,29.05,6,Monday,January
2025-01-20 17:00:00,H2,28.9,6,Monday,January
2025-01-20 18:00:00,H2,61.54,6,Monday,January
2025-01-20 19:00:00,H2,69.86,6,Monday,January
2025-01-20 20:00:00,H2,69.37,6,Monday,January
2025-01-20 21:00:00,H2,72.41,6,Monday,January
2025-01-20 22:00:00,H2,30.51,6,Monday,January
2025-01-20 23:00:00,H2,34.79,6,Monday,January
2025-01-21 00:00:00,H2,1.92,6,Tuesday,January
